FINAL_HP,GAME,N_TURN,N_PLAY,ENERGY,PLAY,ATTACK,VULNERABLE,DEFEND,PLAYER_HP,PLAYER_BLOCK,MONSTER_HP,MONSTER_ATTACK,MONSTER_BLOCK,MONSTER_VULNERABLE
69,4,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
69,4,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
69,4,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
69,4,2,0,3,STRIKE,6,0,0,70,0,34,0,6,0
69,4,2,1,2,STRIKE,6,0,0,70,0,34,0,0,0
69,4,2,2,1,STRIKE,6,0,0,70,0,28,0,0,0
69,4,3,0,3,DEFEND,0,0,5,70,0,22,11,5,0
69,4,3,1,2,DEFEND,0,0,5,70,5,22,11,5,0
69,4,3,2,1,STRIKE,6,0,0,70,10,22,11,5,0
69,4,4,0,3,STRIKE,6,0,0,69,0,21,0,6,0
69,4,4,1,2,STRIKE,6,0,0,69,0,21,0,0,0
69,4,4,2,1,STRIKE,6,0,0,69,0,15,0,0,0
69,4,5,0,3,STRIKE,6,0,0,69,0,9,20,0,0
69,4,5,1,2,STRIKE,6,0,0,69,0,3,20,0,0
60,5,1,0,3,BASH,8,2,0,72,0,40,12,0,0
60,5,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
60,5,2,0,3,STRIKE,6,0,0,60,0,23,0,6,1
60,5,2,1,2,STRIKE,6,0,0,60,0,20,0,0,1
60,5,2,2,1,DEFEND,0,0,5,60,0,11,0,0,1
60,5,3,0,3,STRIKE,6,0,0,60,0,11,16,0,0
60,5,3,1,2,BASH,8,2,0,60,0,5,16,0,0
58,6,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
58,6,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
58,6,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
58,6,2,0,3,BASH,8,2,0,70,0,34,0,6,0
58,6,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
58,6,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
58,6,3,1,2,DEFEND,0,0,5,70,5,23,16,0,1
58,6,3,2,1,DEFEND,0,0,5,70,10,23,16,0,1
58,6,4,0,3,BASH,8,2,0,69,0,23,11,5,0
58,6,4,1,1,STRIKE,6,0,0,69,0,20,11,0,2
58,6,5,0,3,STRIKE,6,0,0,58,0,11,0,6,1
58,6,5,1,2,STRIKE,6,0,0,58,0,8,0,0,1
64,7,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
64,7,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
64,7,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
64,7,2,0,3,BASH,8,2,0,70,0,34,7,5,0
64,7,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
64,7,3,0,3,STRIKE,6,0,0,68,0,31,7,5,1
64,7,3,1,2,DEFEND,0,0,5,68,0,27,7,0,1
64,7,3,2,1,STRIKE,6,0,0,68,5,27,7,0,1
64,7,4,0,3,DEFEND,0,0,5,66,0,18,12,0,0
64,7,4,1,2,STRIKE,6,0,0,66,5,18,12,0,0
64,7,4,2,1,DEFEND,0,0,5,66,5,12,12,0,0
64,7,5,0,3,STRIKE,6,0,0,64,0,12,7,5,0
64,7,5,1,2,STRIKE,6,0,0,64,0,11,7,0,0
64,7,5,2,1,STRIKE,6,0,0,64,0,5,7,0,0
63,8,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,8,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,8,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,8,2,0,3,STRIKE,6,0,0,70,0,34,7,5,0
63,8,2,1,2,STRIKE,6,0,0,70,0,33,7,0,0
63,8,2,2,1,STRIKE,6,0,0,70,0,27,7,0,0
63,8,3,0,3,BASH,8,2,0,63,0,21,0,6,0
63,8,3,1,1,STRIKE,6,0,0,63,0,19,0,0,2
63,8,4,0,3,STRIKE,6,0,0,63,0,10,11,5,1
63,8,4,1,2,STRIKE,6,0,0,63,0,6,11,0,1
65,9,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
65,9,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
65,9,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
65,9,2,0,3,BASH,8,2,0,70,0,34,0,6,0
65,9,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
65,9,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
65,9,3,1,2,DEFEND,0,0,5,70,5,23,11,5,1
65,9,3,2,1,DEFEND,0,0,5,70,10,23,11,5,1
65,9,4,0,3,STRIKE,6,0,0,70,0,23,0,6,0
65,9,4,1,2,DEFEND,0,0,5,70,0,23,0,0,0
65,9,4,2,1,STRIKE,6,0,0,70,5,23,0,0,0
65,9,5,0,3,DEFEND,0,0,5,70,0,17,15,5,0
65,9,5,1,2,DEFEND,0,0,5,70,5,17,15,5,0
65,9,5,2,1,STRIKE,6,0,0,70,10,17,15,5,0
65,9,6,0,3,BASH,8,2,0,65,0,16,0,6,0
65,9,6,1,1,STRIKE,6,0,0,65,0,14,0,0,2
65,9,7,0,3,STRIKE,6,0,0,65,0,5,19,5,1
65,9,7,1,2,STRIKE,6,0,0,65,0,1,19,0,1
59,10,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
59,10,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
59,10,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
59,10,2,0,3,BASH,8,2,0,70,0,34,0,6,0
59,10,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
59,10,3,0,3,STRIKE,6,0,0,70,0,23,11,5,1
59,10,3,1,2,STRIKE,6,0,0,70,0,19,11,0,1
59,10,3,2,1,STRIKE,6,0,0,70,0,10,11,0,1
59,10,4,0,3,STRIKE,6,0,0,59,0,1,16,0,0
63,11,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,11,1,1,2,STRIKE,6,0,0,72,5,40,12,0,0
63,11,1,2,1,STRIKE,6,0,0,72,5,34,12,0,0
63,11,2,0,3,BASH,8,2,0,65,0,28,0,6,0
63,11,2,1,1,STRIKE,6,0,0,65,0,26,0,0,2
63,11,3,0,3,DEFEND,0,0,5,65,0,17,11,5,1
63,11,3,1,2,DEFEND,0,0,5,65,5,17,11,5,1
63,11,3,2,1,STRIKE,6,0,0,65,10,17,11,5,1
63,11,4,0,3,DEFEND,0,0,5,64,0,13,11,5,0
63,11,4,1,2,DEFEND,0,0,5,64,5,13,11,5,0
63,11,4,2,1,STRIKE,6,0,0,64,10,13,11,5,0
63,11,5,0,3,BASH,8,2,0,63,0,12,0,6,0
63,11,5,1,1,STRIKE,6,0,0,63,0,10,0,0,2
63,11,6,0,3,STRIKE,6,0,0,63,0,1,20,0,1
59,12,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
59,12,1,1,2,STRIKE,6,0,0,72,5,40,12,0,0
59,12,1,2,1,STRIKE,6,0,0,72,5,34,12,0,0
59,12,2,0,3,BASH,8,2,0,65,0,28,0,6,0
59,12,2,1,1,STRIKE,6,0,0,65,0,26,0,0,2
59,12,3,0,3,STRIKE,6,0,0,65,0,17,16,0,1
59,12,3,1,2,DEFEND,0,0,5,65,0,8,16,0,1
59,12,3,2,1,DEFEND,0,0,5,65,5,8,16,0,1
59,12,4,0,3,STRIKE,6,0,0,59,0,8,11,5,0
59,12,4,1,2,STRIKE,6,0,0,59,0,7,11,0,0
59,12,4,2,1,STRIKE,6,0,0,59,0,1,11,0,0
57,13,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
57,13,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
57,13,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
57,13,2,0,3,BASH,8,2,0,70,0,34,7,5,0
57,13,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
57,13,3,0,3,STRIKE,6,0,0,68,0,31,0,6,1
57,13,3,1,2,STRIKE,6,0,0,68,0,28,0,0,1
57,13,3,2,1,DEFEND,0,0,5,68,0,19,0,0,1
57,13,4,0,3,STRIKE,6,0,0,68,0,19,11,5,0
57,13,4,1,2,BASH,8,2,0,68,0,18,11,0,0
57,13,5,0,3,BASH,8,2,0,57,0,10,16,0,1
65,14,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
65,14,1,1,2,BASH,8,2,0,72,5,40,12,0,0
65,14,2,0,3,STRIKE,6,0,0,65,0,32,0,6,1
65,14,2,1,2,STRIKE,6,0,0,65,0,29,0,0,1
65,14,2,2,1,STRIKE,6,0,0,65,0,20,0,0,1
65,14,3,0,3,STRIKE,6,0,0,65,0,11,16,0,0
65,14,3,1,2,BASH,8,2,0,65,0,5,16,0,0
63,15,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,15,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,15,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,15,2,0,3,BASH,8,2,0,70,0,34,0,6,0
63,15,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
63,15,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
63,15,3,1,2,DEFEND,0,0,5,70,5,23,16,0,1
63,15,3,2,1,DEFEND,0,0,5,70,10,23,16,0,1
63,15,4,0,3,STRIKE,6,0,0,69,0,23,11,5,0
63,15,4,1,2,STRIKE,6,0,0,69,0,22,11,0,0
63,15,4,2,1,DEFEND,0,0,5,69,0,16,11,0,0
63,15,5,0,3,DEFEND,0,0,5,63,0,16,11,5,0
63,15,5,1,2,DEFEND,0,0,5,63,5,16,11,5,0
63,15,5,2,1,DEFEND,0,0,5,63,10,16,11,5,0
63,15,6,0,3,BASH,8,2,0,63,0,16,0,6,0
63,15,6,1,1,STRIKE,6,0,0,63,0,14,0,0,2
63,15,7,0,3,BASH,8,2,0,63,0,5,15,5,1
63,16,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,16,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,16,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,16,2,0,3,BASH,8,2,0,70,0,34,0,6,0
63,16,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
63,16,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
63,16,3,1,2,DEFEND,0,0,5,70,5,23,16,0,1
63,16,3,2,1,STRIKE,6,0,0,70,10,23,16,0,1
63,16,4,0,3,DEFEND,0,0,5,64,0,14,11,5,0
63,16,4,1,2,DEFEND,0,0,5,64,5,14,11,5,0
63,16,4,2,1,STRIKE,6,0,0,64,10,14,11,5,0
63,16,5,0,3,STRIKE,6,0,0,63,0,13,11,5,0
63,16,5,1,2,STRIKE,6,0,0,63,0,12,11,0,0
63,16,5,2,1,STRIKE,6,0,0,63,0,6,11,0,0
68,17,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
68,17,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
68,17,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
68,17,2,0,3,BASH,8,2,0,70,0,34,7,5,0
68,17,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
68,17,3,0,3,STRIKE,6,0,0,68,0,31,0,6,1
68,17,3,1,2,STRIKE,6,0,0,68,0,28,0,0,1
68,17,3,2,1,STRIKE,6,0,0,68,0,19,0,0,1
68,17,4,0,3,BASH,8,2,0,68,0,10,11,5,0
68,17,4,1,1,STRIKE,6,0,0,68,0,7,11,0,2
56,18,1,0,3,BASH,8,2,0,72,0,40,12,0,0
56,18,1,1,1,DEFEND,0,0,5,72,0,32,12,0,2
56,18,2,0,3,STRIKE,6,0,0,65,0,32,7,5,1
56,18,2,1,2,STRIKE,6,0,0,65,0,28,7,0,1
56,18,2,2,1,DEFEND,0,0,5,65,0,19,7,0,1
56,18,3,0,3,STRIKE,6,0,0,63,0,19,7,5,0
56,18,3,1,2,STRIKE,6,0,0,63,0,18,7,0,0
56,18,3,2,1,STRIKE,6,0,0,63,0,12,7,0,0
56,18,4,0,3,STRIKE,6,0,0,56,0,6,12,0,0
58,19,1,0,3,BASH,8,2,0,72,0,40,12,0,0
58,19,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
58,19,2,0,3,STRIKE,6,0,0,60,0,23,7,5,1
58,19,2,1,2,DEFEND,0,0,5,60,0,19,7,0,1
58,19,2,2,1,STRIKE,6,0,0,60,5,19,7,0,1
58,19,3,0,3,STRIKE,6,0,0,58,0,10,7,5,0
58,19,3,1,2,DEFEND,0,0,5,58,0,9,7,0,0
58,19,3,2,1,DEFEND,0,0,5,58,5,9,7,0,0
58,19,4,0,3,STRIKE,6,0,0,58,0,9,0,6,0
58,19,4,1,2,STRIKE,6,0,0,58,0,9,0,0,0
58,19,4,2,1,STRIKE,6,0,0,58,0,3,0,0,0
61,20,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
61,20,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
61,20,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
61,20,2,0,3,BASH,8,2,0,70,0,34,7,5,0
61,20,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
61,20,3,0,3,STRIKE,6,0,0,68,0,31,12,0,1
61,20,3,1,2,DEFEND,0,0,5,68,0,22,12,0,1
61,20,3,2,1,STRIKE,6,0,0,68,5,22,12,0,1
61,20,4,0,3,BASH,8,2,0,61,0,13,0,6,0
61,20,4,1,1,STRIKE,6,0,0,61,0,11,0,0,2
61,20,5,0,3,STRIKE,6,0,0,61,0,2,16,0,1
64,21,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
64,21,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
64,21,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
64,21,2,0,3,BASH,8,2,0,70,0,34,7,5,0
64,21,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
64,21,3,0,3,STRIKE,6,0,0,68,0,31,7,5,1
64,21,3,1,2,DEFEND,0,0,5,68,0,27,7,0,1
64,21,3,2,1,STRIKE,6,0,0,68,5,27,7,0,1
64,21,4,0,3,DEFEND,0,0,5,66,0,18,12,0,0
64,21,4,1,2,DEFEND,0,0,5,66,5,18,12,0,0
64,21,4,2,1,STRIKE,6,0,0,66,10,18,12,0,0
64,21,5,0,3,STRIKE,6,0,0,64,0,12,0,6,0
64,21,5,1,2,STRIKE,6,0,0,64,0,12,0,0,0
64,21,5,2,1,STRIKE,6,0,0,64,0,6,0,0,0
69,22,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
69,22,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
69,22,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
69,22,2,0,3,STRIKE,6,0,0,70,0,34,0,6,0
69,22,2,1,2,STRIKE,6,0,0,70,0,34,0,0,0
69,22,2,2,1,STRIKE,6,0,0,70,0,28,0,0,0
69,22,3,0,3,DEFEND,0,0,5,70,0,22,16,0,0
69,22,3,1,2,DEFEND,0,0,5,70,5,22,16,0,0
69,22,3,2,1,DEFEND,0,0,5,70,10,22,16,0,0
69,22,4,0,3,STRIKE,6,0,0,69,0,22,0,6,0
69,22,4,1,2,STRIKE,6,0,0,69,0,22,0,0,0
69,22,4,2,1,STRIKE,6,0,0,69,0,16,0,0,0
69,22,5,0,3,STRIKE,6,0,0,69,0,10,15,5,0
69,22,5,1,2,STRIKE,6,0,0,69,0,9,15,0,0
69,22,5,2,1,STRIKE,6,0,0,69,0,3,15,0,0
58,23,1,0,3,BASH,8,2,0,72,0,40,12,0,0
58,23,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
58,23,2,0,3,STRIKE,6,0,0,60,0,23,7,5,1
58,23,2,1,2,DEFEND,0,0,5,60,0,19,7,0,1
58,23,2,2,1,STRIKE,6,0,0,60,5,19,7,0,1
58,23,3,0,3,STRIKE,6,0,0,58,0,10,7,5,0
58,23,3,1,2,DEFEND,0,0,5,58,0,9,7,0,0
58,23,3,2,1,DEFEND,0,0,5,58,5,9,7,0,0
58,23,4,0,3,STRIKE,6,0,0,58,0,9,12,0,0
58,23,4,1,2,STRIKE,6,0,0,58,0,3,12,0,0
49,24,1,0,3,BASH,8,2,0,72,0,40,12,0,0
49,24,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
49,24,2,0,3,STRIKE,6,0,0,60,0,23,0,6,1
49,24,2,1,2,DEFEND,0,0,5,60,0,20,0,0,1
49,24,2,2,1,DEFEND,0,0,5,60,5,20,0,0,1
49,24,3,0,3,DEFEND,0,0,5,60,0,20,16,0,0
49,24,3,1,2,BASH,8,2,0,60,5,20,16,0,0
49,24,4,0,3,STRIKE,6,0,0,49,0,12,0,6,1
49,24,4,1,2,STRIKE,6,0,0,49,0,9,0,0,1
64,25,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
64,25,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
64,25,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
64,25,2,0,3,BASH,8,2,0,70,0,34,0,6,0
64,25,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
64,25,3,0,3,DEFEND,0,0,5,70,0,23,11,5,1
64,25,3,1,2,STRIKE,6,0,0,70,5,23,11,5,1
64,25,3,2,1,STRIKE,6,0,0,70,5,19,11,0,1
64,25,4,0,3,STRIKE,6,0,0,64,0,10,16,0,0
64,25,4,1,2,BASH,8,2,0,64,0,4,16,0,0
58,26,1,0,3,BASH,8,2,0,72,0,40,12,0,0
58,26,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
58,26,2,0,3,STRIKE,6,0,0,60,0,23,7,5,1
58,26,2,1,2,DEFEND,0,0,5,60,0,19,7,0,1
58,26,2,2,1,STRIKE,6,0,0,60,5,19,7,0,1
58,26,3,0,3,STRIKE,6,0,0,58,0,10,0,6,0
58,26,3,1,2,STRIKE,6,0,0,58,0,10,0,0,0
58,26,3,2,1,STRIKE,6,0,0,58,0,4,0,0,0
58,27,1,0,3,BASH,8,2,0,72,0,40,12,0,0
58,27,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
58,27,2,0,3,STRIKE,6,0,0,60,0,23,7,5,1
58,27,2,1,2,DEFEND,0,0,5,60,0,19,7,0,1
58,27,2,2,1,STRIKE,6,0,0,60,5,19,7,0,1
58,27,3,0,3,STRIKE,6,0,0,58,0,10,7,5,0
58,27,3,1,2,DEFEND,0,0,5,58,0,9,7,0,0
58,27,3,2,1,DEFEND,0,0,5,58,5,9,7,0,0
58,27,4,0,3,STRIKE,6,0,0,58,0,9,12,0,0
58,27,4,1,2,STRIKE,6,0,0,58,0,3,12,0,0
68,28,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
68,28,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
68,28,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
68,28,2,0,3,STRIKE,6,0,0,70,0,34,7,5,0
68,28,2,1,2,DEFEND,0,0,5,70,0,33,7,0,0
68,28,2,2,1,STRIKE,6,0,0,70,5,33,7,0,0
68,28,3,0,3,BASH,8,2,0,68,0,27,0,6,0
68,28,3,1,1,STRIKE,6,0,0,68,0,25,0,0,2
68,28,4,0,3,STRIKE,6,0,0,68,0,16,16,0,1
68,28,4,1,2,STRIKE,6,0,0,68,0,7,16,0,1
68,29,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
68,29,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
68,29,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
68,29,2,0,3,BASH,8,2,0,70,0,34,7,5,0
68,29,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
68,29,3,0,3,BASH,8,2,0,68,0,31,0,6,1
68,29,3,1,1,STRIKE,6,0,0,68,0,25,0,0,3
68,29,4,0,3,STRIKE,6,0,0,68,0,16,16,0,2
68,29,4,1,2,STRIKE,6,0,0,68,0,7,16,0,2
63,30,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,30,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,30,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,30,2,0,3,BASH,8,2,0,70,0,34,0,6,0
63,30,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
63,30,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
63,30,3,1,2,DEFEND,0,0,5,70,5,23,16,0,1
63,30,3,2,1,STRIKE,6,0,0,70,10,23,16,0,1
63,30,4,0,3,DEFEND,0,0,5,64,0,14,11,5,0
63,30,4,1,2,DEFEND,0,0,5,64,5,14,11,5,0
63,30,4,2,1,STRIKE,6,0,0,64,10,14,11,5,0
63,30,5,0,3,STRIKE,6,0,0,63,0,13,11,5,0
63,30,5,1,2,STRIKE,6,0,0,63,0,12,11,0,0
63,30,5,2,1,STRIKE,6,0,0,63,0,6,11,0,0
64,31,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
64,31,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
64,31,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
64,31,2,0,3,BASH,8,2,0,70,0,34,0,6,0
64,31,2,1,1,STRIKE,6,0,0,70,0,32,0,0,2
64,31,3,0,3,DEFEND,0,0,5,70,0,23,16,0,1
64,31,3,1,2,DEFEND,0,0,5,70,5,23,16,0,1
64,31,3,2,1,STRIKE,6,0,0,70,10,23,16,0,1
64,31,4,0,3,STRIKE,6,0,0,64,0,14,0,6,0
64,31,4,1,2,STRIKE,6,0,0,64,0,14,0,0,0
64,31,4,2,1,STRIKE,6,0,0,64,0,8,0,0,0
64,31,5,0,3,STRIKE,6,0,0,64,0,2,20,0,0
63,32,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
63,32,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
63,32,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
63,32,2,0,3,STRIKE,6,0,0,70,0,34,0,6,0
63,32,2,1,2,STRIKE,6,0,0,70,0,34,0,0,0
63,32,2,2,1,STRIKE,6,0,0,70,0,28,0,0,0
63,32,3,0,3,DEFEND,0,0,5,70,0,22,16,0,0
63,32,3,1,2,DEFEND,0,0,5,70,5,22,16,0,0
63,32,3,2,1,STRIKE,6,0,0,70,10,22,16,0,0
63,32,4,0,3,DEFEND,0,0,5,64,0,16,11,5,0
63,32,4,1,2,DEFEND,0,0,5,64,5,16,11,5,0
63,32,4,2,1,STRIKE,6,0,0,64,10,16,11,5,0
63,32,5,0,3,STRIKE,6,0,0,63,0,15,0,6,0
63,32,5,1,2,STRIKE,6,0,0,63,0,15,0,0,0
63,32,5,2,1,STRIKE,6,0,0,63,0,9,0,0,0
63,32,6,0,3,BASH,8,2,0,63,0,3,15,5,0
65,33,1,0,3,BASH,8,2,0,72,0,40,12,0,0
65,33,1,1,1,DEFEND,0,0,5,72,0,32,12,0,2
65,33,2,0,3,STRIKE,6,0,0,65,0,32,0,6,1
65,33,2,1,2,STRIKE,6,0,0,65,0,29,0,0,1
65,33,2,2,1,STRIKE,6,0,0,65,0,20,0,0,1
65,33,3,0,3,STRIKE,6,0,0,65,0,11,16,0,0
65,33,3,1,2,STRIKE,6,0,0,65,0,5,16,0,0
60,34,1,0,3,BASH,8,2,0,72,0,40,12,0,0
60,34,1,1,1,STRIKE,6,0,0,72,0,32,12,0,2
60,34,2,0,3,STRIKE,6,0,0,60,0,23,0,6,1
60,34,2,1,2,STRIKE,6,0,0,60,0,20,0,0,1
60,34,2,2,1,STRIKE,6,0,0,60,0,11,0,0,1
60,34,3,0,3,STRIKE,6,0,0,60,0,2,11,5,0
60,34,3,1,2,STRIKE,6,0,0,60,0,1,11,0,0
66,35,1,0,3,DEFEND,0,0,5,72,0,40,12,0,0
66,35,1,1,2,DEFEND,0,0,5,72,5,40,12,0,0
66,35,1,2,1,STRIKE,6,0,0,72,10,40,12,0,0
66,35,2,0,3,BASH,8,2,0,70,0,34,7,5,0
66,35,2,1,1,DEFEND,0,0,5,70,0,31,7,0,2
66,35,3,0,3,STRIKE,6,0,0,68,0,31,7,5,1
66,35,3,1,2,DEFEND,0,0,5,68,0,27,7,0,1
66,35,3,2,1,STRIKE,6,0,0,68,5,27,7,0,1
66,35,4,0,3,STRIKE,6,0,0,66,0,18,12,0,0
66,35,4,1,2,STRIKE,6,0,0,66,0,12,12,0,0
66,35,4,2,1,STRIKE,6,0,0,66,0,6,12,0,0
54,36,1,0,3,BASH,8,2,0,72,0,40,12,0,0
54,36,1,1,1,DEFEND,0,0,5,72,0,32,12,0,2
54,36,2,0,3,STRIKE,6,0,0,65,0,32,0,6,1
